  -0.9616300150    1.3869355947    2.3525995423
  -2.2704513721    3.1870776738    1.5839461944
  -3.2025946812    2.7613820883    1.5839461944
  -4.0506078316    0.8843726996    0.5339461944
  -1.4866300150    2.2962622686   -1.2847071536
  -0.9178897405    1.9906047369   -1.4690344756
  -1.9322070018    2.1364415423   -1.4690344756
  -0.6233856447    0.3362994631   -2.2376878236
  -1.1483856447    1.2456261371   -2.2376878236
  -2.1983856447    1.2456261371   -2.2376878236
  -1.1483856447   -0.5730272108   -2.2376878236
  -1.6733856447    0.3362994631   -2.5190344756
  -4.5758013201    0.0358846490    0.2979634137
  -4.8697940279   -0.9790521037   -0.7520365863
  -4.4026887825   -1.8690467910   -0.7520365863
  -3.5754864741   -2.4400233184   -0.7520365863
  -2.3058162113    0.4328374653   -2.5706899343
  -0.5279733901   -0.4099450572    2.0117023382
  -0.0029733901   -1.3192717312   -1.9069510098
  -0.5279733901   -0.4099450572   -2.1882976618
  -0.5793394403   -1.6234275682    2.3006779163
   0.4706605597   -1.6234275682    2.0193312643
  -0.0543394403   -0.7141008942    2.0193312643
  -1.1043394403   -0.7141008942    2.0193312643
  -1.6293394403   -1.6234275682    2.0193312643
  -1.1043394403   -2.5327542421    2.0193312643
  -0.0543394403   -2.5327542421    2.0193312643
  -2.3243245490   -2.1358014259    1.2506779163
  -1.7703041065   -2.9978740618    1.2506779163
  -0.8381607973   -3.4235696473    1.2506779163
  -2.1512120114   -3.0159851505    0.2006779163
  -1.3240097030   -3.5869616778    0.2006779163
  -0.3262124117   -3.7081162038    0.2006779163
  -1.7703041065   -2.9978740618   -0.8493220837
  -0.8381607973   -3.4235696473   -0.8493220837
   0.1761564639   -3.2777328419   -0.8493220837
   0.4706605597   -1.6234275682   -1.6179754316
  -1.1043394403   -2.5327542421   -1.6179754316
  -0.0543394403   -2.5327542421   -1.6179754316
  -0.5793394403   -1.6234275682   -1.8993220837
   0.6147189115    0.3951940601    1.9062551619
   1.6647189115    0.3951940601   -2.0123981860
   1.1397189115   -0.5141326139   -2.0123981860
   0.6147189115    0.3951940601   -2.2937448381
   2.4327136715    0.9973200873    1.9826307953
   1.3827136715    0.9973200873    1.9826307953
   2.4327136715   -0.8213332607   -1.6546759006
   1.9077136715    0.0879934133   -1.9360225526
   2.2013628880   -0.9700049180    2.8825117844
   2.7263628880   -0.0606782440    2.6011651323
   1.6763628880   -0.0606782440    2.6011651323
   1.1513628880   -0.9700049180    2.6011651323
   1.6763628880   -1.8793315920    2.6011651323
   2.7263628880   -1.8793315920    2.6011651323
   0.4563777792   -0.4576310603    1.8325117844
   1.9425415309   -2.7701469972    1.8325117844
   2.9568587922   -2.6243101918    1.8325117844
   2.4544899165   -3.0546935536    0.7825117844
   1.9425415309   -2.7701469972   -0.2674882156
   2.9568587922   -2.6243101918   -0.2674882156
   1.6763628880   -1.8793315920   -1.0361415636
   2.7263628880   -1.8793315920   -1.0361415636
   2.7898725811    1.0999581666    1.9014562722
   3.8398725811    1.0999581666    1.6201096201
   3.3148725811    2.0092848405    1.6201096201
   2.2648725811    2.0092848405    1.6201096201
   3.5453684853    2.7542634403    0.8514562722
   2.5310512240    2.9001002457    0.8514562722
   1.5989079149    2.4744046602    0.8514562722
   3.9828085493    2.8282242849   -0.1985437278
   3.0429996097    3.1846468022   -0.1985437278
   2.0452023183    3.0634922762   -0.1985437278
   4.3198211351    2.0831963993   -1.2485437278
   3.5453684853   -0.5543471072   -1.2485437278
   3.3148725811    0.1906314926   -2.0171970758
  -3.5673738376    2.6075630881    1.4567828944
  -2.4910356559    3.6006385191    0.6167828944
  -3.5673738376    3.4108510573    0.6167828944
  -4.2699036916    2.5736085799    0.6167828944
  -4.2699036916    1.4806661469    0.6167828944
  -2.4910356559    3.6006385191   -0.4215142067
  -3.5673738376    3.4108510573   -0.4215142067
  -4.2699036916    2.5736085799   -0.4215142067
  -2.4633385021    2.9662859139   -1.2615142067
  -3.5673738376    2.6075630881   -1.2615142067
  -2.7684863639    2.0271373634   -1.5823656561
  -2.3986572310    0.9799430966    3.1474651705
  -1.4111780071    0.9799430966    2.8266137211
  -2.0935093692    1.9190916471    2.8266137211
  -3.1975447047    1.5603688213    2.8266137211
  -3.1975447047    0.3995173719    2.8266137211
  -2.0935093692    0.0407945460    2.8266137211
  -3.1975447047    2.3636567905    1.9866137211
  -3.9000745587    1.5264143131    1.9866137211
  -3.9000745587    0.4334718801    1.9866137211
  -3.1975447047   -0.4037705974    1.9866137211
  -2.1212065230   -0.5935580592    1.9866137211
  -1.1746906112   -0.0470868427    1.9866137211
  -3.9000745587    0.4334718801    0.9483166200
  -1.1497360672    1.9971888610    2.4463724987
  -0.1622568433    1.9971888610    2.1255210492
  -0.8445882054    2.9363374116    2.1255210492
   0.4480388802    1.9971888610    1.2855210492
   0.0742305526    3.0242188003    1.2855210492
  -0.8722853592    3.5706900168    1.2855210492
  -1.9486235408    3.3809025550    1.2855210492
   0.0742305526    3.0242188003    0.2472239481
  -0.8722853592    3.5706900168    0.2472239481
  -0.8445882054    2.9363374116   -0.5927760519
  -3.3599502833   -2.5916108375   -0.9793683838
  -2.2836121017   -2.7813982993   -0.9793683838
  -0.9632878622   -1.2078971436   -2.0176654849
  -4.0624801373   -1.7543683601   -2.0176654849
  -3.3599502833   -2.5916108375   -2.0176654849
  -2.2836121017   -2.7813982993   -2.0176654849
  -1.3370961898   -2.2349270828   -2.0176654849
  -1.5735835858   -1.2078971436   -2.8576654849
  -2.2559149478   -0.2687485930   -2.8576654849
  -3.3599502833   -0.6274714189   -2.8576654849
  -3.3599502833   -1.7883228683   -2.8576654849
  -2.2559149478   -2.1470456941   -2.8576654849
  -2.5610628096   -1.2078971436   -3.1785169343
  -4.3954228980    0.7554503924    0.2014893373
  -4.3954228980    1.5587383617   -0.6385106627
  -5.0979527520    0.7214958842   -0.6385106627
  -5.0979527520   -0.3714465488   -0.6385106627
  -3.3190847163    1.7485258235   -1.6768077638
  -4.3954228980    1.5587383617   -1.6768077638
  -5.0979527520    0.7214958842   -1.6768077638
  -5.0979527520   -0.3714465488   -1.6768077638
  -3.2913875625    1.1141732183   -2.5168077638
  -4.3954228980    0.7554503924   -2.5168077638
  -4.3954228980   -0.4054010570   -2.5168077638
  -3.5965354243    0.1750246677   -2.8376592133
  -3.2318185345   -1.0035077120    1.7892152301
  -2.2443393106   -1.0035077120    1.4683637807
  -4.0307060082   -0.4230819873    1.4683637807
  -4.0307060082   -1.5839334367    1.4683637807
  -2.9266706727   -1.9426562626    1.4683637807
  -4.7332358622   -0.4570364955    0.6283637807
  -4.7332358622   -1.5499789285    0.6283637807
  -4.0307060082   -2.3872214060    0.6283637807
  -2.9543678265   -2.5770088678    0.6283637807
  -4.7332358622   -1.5499789285   -0.4099333204
  -4.0307060082   -2.3872214060   -0.4099333204
  -2.9543678265   -2.5770088678   -0.4099333204
   0.6369337697   -2.9406384459    1.7331291118
   0.6092366159   -3.5749910511    0.8931291118
   1.5557525278   -3.0285198346    0.8931291118
   0.6092366159   -3.5749910511   -0.1451679893
   1.5557525278   -3.0285198346   -0.1451679893
   1.3192651318   -2.0014898953   -0.9851679893
   0.6369337697   -2.9406384459   -0.9851679893
   0.7381581427    2.8530961989   -0.0994841897
   0.7381581427    2.8530961989   -1.1377812908
  -0.3381800389    2.6633087371   -1.1377812908
   0.7658552965    2.2187435937   -1.9777812908
  -0.3381800389    1.8600207679   -1.9777812908
   0.4607074347    1.2795950432   -2.2986327403
   4.1737606676   -1.0468805407    2.3073738115
   3.4914293055   -0.1077319901    2.3073738115
   3.4914293055   -1.9860290912    2.3073738115
   4.7840563911   -1.0468805407    1.4673738115
